Public toilet,Hospital,Park,Shopping mall,Hotel,Restaurant,Petrol Station,Mosque,Others,Name of the Place,Latitude,Longitude,Location,Separate female washroom,Handicapped washroom facility,Kids Feeding corner ,Separate female prayer room,kids and women refreshing area,Others
Yes,,,,,,,,,Belemath Bazar.Mohespur,23.33833434,88.94352601,https://maps.app.goo.gl/EY8X2mZmwSYmgr1U6,,,,,,
,,,,,,,Yes,,Mohespur Bazar Jame Mosque ,23.35612283,88.91474888,https://maps.app.goo.gl/9meNjKW25yW2NYyo8,,,,,,
,Yes ,,,,,,,,Upazila Health Complex .Chowgasha,23.25975764,89.02490164,https://maps.app.goo.gl/yUBfmz9m7hUpn9HQ7,Yes ,Yes ,Yes ,Yes ,Yes ,
Yes,,,,,,,,,Zawtola Bazar .Chowgacha,23.32237748,88.96677016,https://maps.app.goo.gl/v2jh562GykUr1iPQA,,,,,,
,,,,,,,Yea,,Jhawtola Jame Mosque .Chowgacha,23.32221379,88.96648481,https://maps.app.goo.gl/kZJv98iHaQ2Jkr7W6,,,,,,
,Yes ,,,,,,,,Chowgacha Islami Hospital,23.26734378,89.0197431,https://maps.app.goo.gl/pYw25X5dFHapyC2F7,,,,,,
,,,,,,Yes ,,,Chowgacha Filling Station,23.2579004,89.03235117,https://maps.app.goo.gl/R4rVS2TkGquRaG7B6,Yes,,,,,
,,,,,,Yes ,,,Mina Filling Station.Chowgasha,23.24193428,89.0810044,https://maps.app.goo.gl/ZdfSy17fnuCKM3CQ6,Yes,,,,,
Yes ,,,,,,,,,Mohespur Bus Station,23.34500482,88.91227251,https://maps.app.goo.gl/1RGAsNhhEQZNsKUe6,,,,,,
,,,,,,,,Yes,Sri Sri Shib Mandir.Mohespur,23.35744632,88.91436304,https://maps.app.goo.gl/9fPaz6oPGCBqGwrt6,,,,,,
,,,,,,,Yes,,Koilaspur Jame Mosque ,23.34533956,88.91050421,https://maps.app.goo.gl/1rPBWGvj91pw9c9c6,,,,,,
,,,,,,Yes ,,,Kopotakkha LPG Gas Station,23.25896163,89.02759954,https://maps.app.goo.gl/mE41DLtFFMWUbAoe7,,,,,,
,,,,,,Yes ,,,M.K Fiilling Station.Rajapur,23.25251842,89.23441251,https://maps.app.goo.gl/EdE6NZpxyj4JfNV19,Yes ,,,,,
,Yes ,,,,,,,,Lebutola Health Complex,23.27243028,89.24362776,https://maps.app.goo.gl/vLJgqDKfMMd8tDoR9,Yes ,Yes ,Yes ,Yes ,Yes ,Yes 
,,,,,,,Yes ,,Khajura Atim Khana Jame Mosque,23.2666866,89.23602371,https://maps.app.goo.gl/5spBQvGQZshzmCzU8,,,,,Yes ,
,,,,,,,Yes ,,Monohorpur Mosque,23.23955039,89.23238588,https://maps.app.goo.gl/TX2vHrG5DwajxknU7,,,,,,Yes 
,,,,,,,Yes,,Khajura Bus Stand  Jame Mosque,23.2754792,89.25160159,https://maps.app.goo.gl/aarhkQuzs373fFPF7,,Yes,,,Yes,
,Yes ,,,,,,,,Rahim Private Hospital.Khajura,23.27570092,89.24909106,https://maps.app.goo.gl/UNofZx3d1TRsJGFq8,Yes,,Yes,Yes,Yes,
,Yes,,,,,,,,Maa General Hospital .Khajura,23.27566559,89.24911021,https://maps.app.goo.gl/HNKnLW5wAtiXyekf7,Yes,Yes,Yes,Yes,Yes,Yes
,,,,,,Yes ,,,Akbar Filling Station,23.22759,89.22986599,https://maps.app.goo.gl/6uw1zJy4DeMxq6qC7,Yes ,,,,,
,,,,,Yes ,,,,The Valley Eco Resort and Restaurant,23.2252117,89.22971825,https://maps.app.goo.gl/Qinh5qtt2xbbZegj7,Yes,,,,Yes,
,Yes,,,,,,,,Khajura Clinic,23.27538413,89.25135591,https://maps.app.goo.gl/t4jQkQVsP3B3tTJYA,Yes,Yes,Yes,Yes,Yes,Yes
Yes,,,,,,,,,New Market Public Toilet.Jashore Sadar,23.17701711,89.21424577,https://maps.app.goo.gl/2R29DBm2FZXJAeYu7,Yes,,,,,Yes
,,,,,,,,Yes,Hanif Enterprize Bus stop.Jashore Sadar,23.17775176,89.21427314,https://maps.app.goo.gl/aavuVpZfrZrj4vNZ9,Yes ,,,,,
,,,,,,Yes,,,Uposohor Filling Station.Jashore,23.18261552,89.21432218,https://maps.app.goo.gl/yeKEsK5Y3kbTBGNu7,,,,,,
,,,,,,,Yes,,Kismat Nowapara Mosque.Jashore,23.18285113,89.21375542,https://maps.app.goo.gl/UJnxPXdXXnKXRCMZ8,,Yes,,Yes,,
,,,,,,,,Yes,Grameenbank.Jashore,23.18146165,89.19355161,https://maps.app.goo.gl/QUBkxaXqusbudmzX7,,,,,,
,,,,,,Yes,,,Rojonigandha Filling Station ,23.18984713,89.21423007,https://maps.app.goo.gl/kgGCuz3JAtdvnyBe8,Yes,,,,Yes,
,,,,,,,,Yes,Buro Bangladesh,23.1942527,89.21447099,https://maps.app.goo.gl/uFhVG1cnMiP6d4au9,Yes,,,,,
,,,,,,Yes ,,,Semco LPG Filling Station,23.19398111,89.2151838,https://maps.app.goo.gl/qXTsh2YgfVLSYSYY6,Yes ,,,,,
,,,,,,,,,Uposahar Teacher Training College,23.17991346,89.19492357,https://maps.app.goo.gl/5CiPB8ZgFHaQrd276,,,,,,
,,,,,Yes,,,,Caf� Green City,23.21401589,89.22451883,https://maps.app.goo.gl/SoT4c1DyvWeHayg3A,Yes,,Yes,,Yes,Yes
Yes ,,,,,,,,,Arpara Bazar,23.3757354,89.37259691,https://maps.app.goo.gl/e7Wj6cyFu9pTPEg77,Yes,,,,Yes,Yes
,,,,,,Yes,,,Sadia Filling Station.Magura,23.38828896,89.36940532,https://maps.app.goo.gl/WsrPNy3f9y1Avsbh8,Yes,,,,Yes,Yes
,,,,,,,Yes,,Shimakhali Central Mosque,23.34003445,89.3188057,https://maps.app.goo.gl/TAN3JwVZG6KD51Tx6,Yes ,,,,,
,,,,,,Yes,,,M/S Motin Filling Station.Magura,23.32249008,89.31435428465745,https://maps.app.goo.gl/bnwrCf58WogpB9Jn8,Yes,,,,,
,,,,,,,Yes,,Jagla Jame Mosque.Jashore road,23.40621292,89.39441515,https://maps.app.goo.gl/mPW6TFJv5TmV5DSH6,,,,,,
,,,,,,,,Yes,Jagla Mondir,23.40708809,89.391735,https://maps.app.goo.gl/HjLRhaZeKnw9Ae847,,,,,,
,,,,,,Yes ,,,M/S Taher petrol station.Khajura,23.27601737,89.25711179,https://maps.app.goo.gl/FYExY9FyZAYCYj4YA,Yes ,Yes ,,,Yes ,Yes 
,,,,Yes ,,,,,Ghorer Saad Hotel and Restaurant.Shimakhali,23.32630913,89.31740488,https://maps.app.goo.gl/WW3KNMRsdUWXvWpF8,,,,,Yes ,Yes 
,,,,,,,Yes ,,Upazila Central Mosque.Shalikha,23.30233011,89.37581367,https://maps.app.goo.gl/vtxjXUW8vWKCV6eb7,,Yes,,,,Yes 
,Yes ,,,,,,,,Arpara Sub Health Center.Salikha.Magura,23.37149245,89.36858358,https://maps.app.goo.gl/7vFPYno24526EUem9,Yes,Yes,Yes,,Yes,Yes
,Yes,,,,,,,,Bandabila Union Parishad.Khajura,23.28177142,89.26590845,https://maps.app.goo.gl/1fojSGQ81mvF7Uaa8,Yes,Yes,Yes,Yes,Yes,Yes
,,,,,,Yes,,,M/S Khajura fillingStation,23.27678502,89.25727955,https://maps.app.goo.gl/ro3dU4r1c9gS6qvk7,Yes,Yes,,,Yes,Yes
,,,,,,,,Yes,Shohag Paribahan Bus Counter.Khajura,23.27537999,89.25232548,https://maps.app.goo.gl/SNeuwsg2VwSGrVBZ6,Yes,,,,Yes,Yes
,,,,,,,Yes ,,Arpara Jame Mosque.Magura,23.38874764,89.3683978,https://maps.app.goo.gl/hEDK8x2bswdKbE7u9,,,,,,
,,,,,,,Yes ,,Arpara Jamia Islamia Madrasha Mosque.Shalikha,23.37174181,89.36920381,https://maps.app.goo.gl/FZ8vUgnrXMgv2sf27,,,,,,
,,,,,,Yes,,,L.P.G Gas Station .Sadipur,23.29456121,89.28230966,https://maps.app.goo.gl/qttgBaLBoYixXNWC8,Yes,,,,Yes,Yes
,,,,,,,Yes ,,Biswas Para Jame Mosque.Senenderpur,23.28269066,89.27725859,https://maps.app.goo.gl/j2DANPEJoa6S1E7m9,,,,,,
,,,,,,Yes ,,,Mobarak Ali  fIlling Station.Magura ,23.33198939,89.314707,https://maps.app.goo.gl/EwQaJrHetgZm7aTg9,Yes ,,,,Yes ,Yes 
Yes ,,,,,,,,,Puler Hat Bazar .Jashore,23.3068916,89.29663762,https://maps.app.goo.gl/PsJREXhHRXZBpjzo9,Yes ,,,,Yes ,Yes 
,,,,Yes,,,,,Hotel Mondal International Residential.Magura,23.4855922,89.4191968,https://maps.app.goo.gl/ZZZGmLDC817jj4ns7,Yes,,Yes,,Yes,Yes
,,,,,,Yes,,,Ma Fatema Filling Station.Magura,23.47402578,89.41544276,https://maps.app.goo.gl/gqrjwy8BWxS4Jd3u7,,,,,,
,,,,,,,Yes ,,Katakhali Bus Stand Jame Mosque.Magura,23.44758558,89.40978943,https://maps.app.goo.gl/wsSaWc9ChjYTEHVw6,,,,,,
Yes ,,,,,,,,,Natun Bazar .Magura,23.49466079,89.41453047,https://maps.app.goo.gl/3yxE7fVZx4ent3tf6,Yes ,,,,,
,,,,,Yes ,,,,Jhontu Hotel and Restaurant .magura,23.52140833,89.42014817,https://maps.app.goo.gl/sKvEfJvi41NVKbz4A,,,,,,
Yes,,,,,,,,,Magura Public Toilet,23.48848516,89.4287666,https://maps.app.goo.gl/4SpQU1GLcX5bZZD76,Yes ,,,,,
Yes,,,,,,,,,Central Bus Terminal.Magura,23.49702612,89.43302803,https://maps.app.goo.gl/2Dgekannko48zoDz8,Yes,,,,,
,,,,,,,Yes ,,Sheikhpara Jame Mosque.Magura,23.49253545,89.43040885,https://maps.app.goo.gl/9FcHCBLaCPvensGP9,,,,,,
,,,,,,,Yes ,,Dhaka Road Jame Mosque.Magura,23.48598278,89.42411544,https://maps.app.goo.gl/2PLojxFMcf9iSgLT8,,,,,,
,,,,,,,,Yes,Magura Kalibari Mondir,23.49536159,89.4144782,https://maps.app.goo.gl/CjLjQ6pdWF4bU7AN7,Yes,,,,,
,,,,,,,,Yes,Beltola Mondir.Natun Bazar,23.49273647,89.41406182,https://maps.app.goo.gl/qjCRdvyNnLqANH638,Yes,,,,,
,,,,,,Yes,,,Arafat Filling Station.Magura,23.42343034,89.40337204,https://maps.app.goo.gl/ir1whSjqbqtvrNf9A,Yes ,,,,,
,,,Yes ,,,,,,Kazi Tour .Magura,23.49159205,89.42097016,https://maps.app.goo.gl/PBn4XJJ546c2DLK5A,,,,,,
,,,,,,Yes ,,,Monir LPG Filling Station .Magura ,23.42941881,89.40375818,https://maps.app.goo.gl/wCC11ZVPBjyL1Jab6,Yes ,,,,,
,,,,,,Yes ,,,Magura LPG Station,23.47800807,89.41585716,https://maps.app.goo.gl/7wXacYLWRBdjrff4A,Yes ,,,,,
,,,,,,,Yes,,Bepari Para Jame Mosque.Magura,23.49088469,89.42926288,https://maps.app.goo.gl/QrhDHV65pHrf7ePh6,,,,,,
,,,,,,,Yes,,Terminal Jame Mosque.Magura ,23.49816033,89.43239848,https://maps.app.goo.gl/bDcinFgXkwxwM1KSA,,,,,,
,,,,,,Yes ,,,M/S Hanif Filling Station.Magura,23.49731007,89.43340796,https://maps.app.goo.gl/Qv2DyhuBXhJLg8Y58,Yes ,,,,,
,,,,Yes ,,,,,Hotel Saikat Residential.Magura,23.48873814,89.42859569,https://maps.app.goo.gl/kvBLdkaCd7LErRJE9,Yes ,,Yes ,,Yes ,Yes 
,,,,,Yes ,,,,Ratan Hotel and Restaurant.Magura,23.4880441,89.428279,https://maps.app.goo.gl/pXAmAiSgvfSETJeg8,,,,,,
,,,Yes ,,,,,,Khandakar Plaza.Magura,23.49129007,89.42083239,https://maps.app.goo.gl/3TMWAqUiBbUoF3VF8,Yes,,,,,
,,,,,,Yes ,,,Saleha LPG Station.Magura,23.38557981,89.37640782,https://maps.app.goo.gl/yD4YKgfrjEfB9akE7,Yes ,,,,,
,,,,,,,Yes ,,Govt. H.S.S College Jame Mosque.Magura,23.49002901,89.42012299,https://maps.app.goo.gl/4mVRhvLHNUVDrfMR7,,,,,,
,,,,,,,Yes ,,Nomani Maidan.Magura,23.49214895,89.42098189,https://maps.app.goo.gl/KEZJwhHkWbcmfVy56,,,,,,
,,,,,,,Yes ,,Vaina Central Jame Mosque .Magura,23.47841124,89.41658798,https://maps.app.goo.gl/ESdikqRBUm5sRYjRA,,,,,,
,,,,,,,Yes ,,Upazila Model Mosque.Magura,23.47357902,89.41473185,https://maps.app.goo.gl/SsVGHcgWcuDHJZyq6,,,,,,
,,,,,,,Yes ,,Sheikhpara Jame Mosque.Magura,23.49258465,89.43050541,https://maps.app.goo.gl/9FcHCBLaCPvensGP9,,,,,,
,,,,,,Yes ,,,M/S Nahar Petrolium Service.Magura,23.49903389,89.43345583,https://maps.app.goo.gl/ahEYTr6jZ5vcUR47A,Yes ,,,,,
,,,,,,,Yes ,,Kodalia Bazar Jame Mosque.Magura,23.26388565,89.23954016,https://maps.app.goo.gl/SPLzFd5X66hPv8wMA,,,,,,
,,,,,,Yes ,,,Siddik Filling Station.Magura,23.25089237,89.23279301,https://maps.app.goo.gl/2ZYCePr41KTLb7LQ6,Yes ,Yes ,,,Yes ,
,Yes ,,,,,,,,Magura Sadar Hospital,23.55508655,89.40239394,https://maps.app.goo.gl/jPJfg33n1fM2o36p8,Yes ,,Yes ,,Yes ,Yes 
,Yes ,,,,,,,,Peatless Hospital.Magura,23.4863595,89.42101404,https://maps.app.goo.gl/PRzPGBpHcjWyqUp8A,Yes ,Yes ,Yes ,,Yes ,Yes 
Yes ,,,,,,,,,Vaina Mor.Magura,23.4858822,89.41888975,https://maps.app.goo.gl/xDDJpMJzkLfvoJeN9,Yes ,,,,,
,,,,,Yes,,,,Hotel Hamuna Residencial.Maugura,23.48576408,89.41843914,https://maps.app.goo.gl/JegRjhvt31sbiD1N9,Yes,,Yes,,Yes,Yes
,,,Yes,,,,,,Nuejahan Plaza.Magura,23.49105877,89.42193414,https://maps.app.goo.gl/8YsH45RviMaAB9cU9,Yes,,,,,Yes
,,,,Yes ,,,,,Hotel Chourangi.Magura,23.49199031,89.42097813,https://maps.app.goo.gl/PzqE483b2CsiDmKH7,Yes ,,Yes ,,Yes ,Yes 
,,,,,,Yes,,,Vaina Mor .Magura,23.48560253,89.41906116,https://maps.app.goo.gl/nzgfAYsxozdoLZ9i7,Yes ,,,,,
Yes,,,,,,,,,Natun Bazar Public Toilet .Magura,23.49442244,89.41459184,https://maps.app.goo.gl/GmW38MK2E5K8NXzFA,Yes,,,,,
,,,,,Yes,,,,Nujan Restaurant ,23.13835885,89.25056275,https://maps.app.goo.gl/Gk2peBhKG9DUXdTb8,Yes,,,,Yes,
,,,,,,,Yes,,Bottola Jame Mosjid,23.01452391,89.23483615,https://maps.app.goo.gl/K5myb5qhT9iFM9iLA,,,,,,
,Yes,,,,,,,,Manirampur Central Hospital ,23.01018457,89.23481437,https://maps.app.goo.gl/Ta4ZAsKAr7V2pgwM9,Yes,,Yes,,,
,Yes,,,,,,,,Manirampur Nursing Home and Diagnostic Center ,23.01572669,89.23418828,https://maps.app.goo.gl/FXnUzndPHeYPpwk46,Yes,,Yes,,,
,,,,Yes,,,,,Gaji Hotel ,23.12110557,89.2476905,https://maps.app.goo.gl/TZdoiksmUCAkgQav9,,,,,,
,,,,,,,Yes,,Kuada School and College ,23.09013008,89.2353335,https://maps.app.goo.gl/ofLjNLMaxEXDgMiN6,,,,,,
,,,,,,,Yes,,Chalkidanga Bajar Jame Mosjid ,23.0647319,89.23146242,https://maps.app.goo.gl/ChwcF8CyJuTEmBp56,,,,,,
,,,,,,,Yes,,Sarder Bari Masjid ,23.01854493,89.233591,https://maps.app.goo.gl/ThZAAp7RFayw8t6E8,,,,,,
,,,,,,,Yes ,,Manirampur Central Jame Masjid ,23.02355422,89.23294187,https://maps.app.goo.gl/idb7pw1VKgxF15he6,,,,,,
,,,,Yes ,,,,,Keya Hotel and Restaurant,23.16832756,89.24781792,https://maps.app.goo.gl/FtUCDDCiUqBhbnNE9,,,,,,
,Yes,,,,,,,,Aftab Munsi Medical Center,23.01452376,89.23445989,https://maps.app.goo.gl/SvgkkQD4nR2DY6hk7,,,,,,
,,,,,,Yes ,,,G.N Filling Station ,23.03611448,89.23223475,https://maps.app.goo.gl/jMx9JsPtB5FCto5w6,,,,,,
Yes ,,,,,,,,,Shundalpur public toillet ,22.98757948,89.2315469,https://maps.app.goo.gl/K2T6xBj1AnW11q5BA,,,,,,
,,,,,Yes ,,,,Takiya hotel and Restaurant ,23.13895288,89.25048186,https://maps.app.goo.gl/isWULqipc7duNayt5,,,,,,
,,,,,,,Yes ,,Shundalpur Jame Masjid ,22.98734955,89.23162351,https://maps.app.goo.gl/CcLeFHkqpoaHLLHC6,,,,,,
,Yes ,,,,,,,,Upazila Health Complex .Manirampur ,23.00900469,89.23530132,https://maps.app.goo.gl/nKkHdrN2K9mX8ART8,Yes,,Yes,Yes,Yes,
,,,,,,,Yes,,Kamalpur Kendrio Jame Masjid ,23.17805017,89.25268397,https://maps.app.goo.gl/8b5G4g2ahGgaHzkg7,,,,,,
,,,,,,,Yes ,,Kuada Bazar Central Jame Mosque ,23.15003256,89.24443542,https://maps.app.goo.gl/up3YLFY4qPfTPfPf6,,,,,,
,,,,,,Yes ,,,Manirampur Filling Station ,23.03616648,89.23136496,https://maps.app.goo.gl/k2PtwTFnJuLgg5qMA,,,,,,
,,,,,,Yes ,,,Amin Petrolium ,23.13893654,89.25002602,https://maps.app.goo.gl/fSNjkbP1tm7rNiam9,Yes ,,,,,
,,,,,,,Yes ,,gorur hat mosque .manirampur  ,23.02914068,89.23176412,https://maps.app.goo.gl/6HXwCiSCG4sVP5TLA,,,,,,
,,,,,,,Yes ,,Baitul Aman Jame Masjid ,23.13538382,89.24860841,https://maps.app.goo.gl/qyNBNcCZxo7RVkd4A,,,,,,
,,,,,,,Yes ,,Keshabpur Central Jame Masjid ,22.90817293,89.21933317,https://maps.app.goo.gl/J8cczWnNxCWKeutP9,Yes ,Yes ,,,,
,,,,,,,,Yes ,Chinatola Govt. Primary School ,22.95567027,89.23003675,https://maps.app.goo.gl/nxGo8ps2WZGSGkze8,,,,,,
,,,,,,,,Yes ,Markajul Elom Ulom Madrasa ,23.45163499,88.90087049,https://maps.app.goo.gl/tTmB8SUvsbh9njT16,,,,,,
,,,,,,,Yes ,,Kashabpur autogas station ,22.92279468,89.21876372,https://maps.app.goo.gl/BByRQiESjHE68DL47,,,,,,
,,,,,,,,Yes ,Madhuakul govt. primary school.Kashabpur ,22.93634853,89.22322682,https://maps.app.goo.gl/PPnrt7jyXTDTzuJf9,Yes ,,,,Yes ,
,,,,,,,,Yes ,Suddalpur walia mohila madrasa ,22.92900454,89.21722686,https://maps.app.goo.gl/RpzJHhKumi3UhX2bA,Yes ,,,Yes ,,
,,,,,,,Yes ,,Laudi central mosque ,22.97491429,89.2283072,https://maps.app.goo.gl/B48bXsH5x99Xh4SN7,,,,,,
,,,,,,,,Yes,Dolighati Sundalpur Alia Madrasa,23.00126584,89.23815272,https://maps.app.goo.gl/uAjsJFgFQAcA5BKq9,,,,,,
,,,,,,,,Yes,Ulama nagar girls madrasa.manirampur ,23.00549644,89.26763667,https://maps.app.goo.gl/zWoj6FBzmbLahtbH9,Yes ,,,Yes ,,
,,,,,,,Yes ,,Madhyakul uttarpara baitus salam jame masjid ,22.9304709,89.21963346,https://maps.app.goo.gl/75unZiCwqwCswXBV8,,,,,,
,,,,,,,Yes ,,Aminpur Central Mosque ,23.91679377,89.62297508,https://maps.app.goo.gl/Atude551GtQUcwod8,,,,,,
,,,,,,,,Yes ,Aminpur Hafizia Madrasha ,22.9630656,89.23000211,https://maps.app.goo.gl/ErFFXEZtjfzY5EBB6,,,,,,
,,,,,,,,Yes ,Ramnagar Govt. Primary School,23.51835372,89.31337196,https://maps.app.goo.gl/9LTPQL1gcYGYpBT48,Yes ,,,,Yes ,
,,,,,,,,Yes ,Keshabpur pailot girls high  school ,22.90906534,89.22372734,https://maps.app.goo.gl/6JgzBhDcKcLTMdNdA,Yes ,,,,Yes ,
,,,,,,Yes ,,,M.V Filling Station ,22.90658304,89.22117618,https://maps.app.goo.gl/jF4qAiToPzHPbQhV7,Yes ,,,,,
,,,,,,,Yes ,,Utttorpara Jame Masjid .Noapara,22.79463885,89.22478408,https://maps.app.goo.gl/HHMBniv3MKF7DnBb6,,,,,,
,,,,,,Yes ,,,Nahar L.P.G Autogas.Fatepur,22.80086132,89.23045953,https://maps.app.goo.gl/4vyV1yLVSrhNuYrM6,,,,,,
,Yes,,,,,,,,Janata private hospital .chuknagar ,22.83747695,89.29163873,https://maps.app.goo.gl/MSXUXuSyBKWTcfEA7,Yes ,Yes ,,,,
,Yes,,,,,,,,Chuknagar Medical and diagnostic center.chuknagar ,22.83591511,89.29106538,https://maps.app.goo.gl/KXNZLoKDtXnLjao57,,,,,,
,,,,,,,Yes ,,Keshabpur wapda jame mosque ,22.90566916,89.21970409,https://maps.app.goo.gl/SeQhHotsQ5sbtZ1R8,,,,,,
,,,,,,,Yes ,,Mangalcoat Bazar Bus Stand ,22.86286689,89.25721313,https://maps.app.goo.gl/G1aWDMpuqsKzwKRK8,,,,,,
Yes ,,,,,,,,,Chuknagar Bus Station ,22.84389485,89.2894219,https://maps.app.goo.gl/CTpLEQYGuZGhrpF59,,,,,,
,,,,,,,Yes ,,Kumira Bus Stand Bazar Masjid ,22.77058389,89.17244552,https://maps.app.goo.gl/Mrrzh2VGyzW9wgRM7,,,,,,
,,,,,,Yes ,,,Sapla Filling Station .Mirzapur Bazar,22.77913312,89.20270698,https://maps.app.goo.gl/tsoFKQGV9mQ3PQEe9,Yes ,,,,,
,,,,,,,,Yes ,Sagota Clinic .patkelghata ,22.76567573,89.16682997,https://maps.app.goo.gl/pxuFLk28sXNeWh7R8,,,,,,
,,,Yes ,,,,,,Badhon Shopping Complex .patkelghata ,22.76500719,89.16394205,https://maps.app.goo.gl/Tm7oLVgFbeZXqD3cA,Yes ,,,,Yes,
,,,,,,,Yes ,,Patkelghata Al Amin Fazil Madrasha Mosque ,22.76630485,89.16276818,https://maps.app.goo.gl/aVY5bU7m4JT8LTyr6,,,,,,
Yes,,,,,,,,,Overbridge patkelghata .satkhira ,22.76505428,89.16768299,https://maps.app.goo.gl/5AxY46cqaZD74Gvt8,,,,,,
,,,,,,,Yes ,,Kumira .Kadomtola mor,22.77076445,89.17807528,https://maps.app.goo.gl/CWLCbXNt9meLPKwGA,,,,,,
,,,,,,,Yes ,,Mirzapur Bazar Masjid ,22.78022653,89.20395831,https://maps.app.goo.gl/cG5DnsJc9FwTuXE88,,,,,,
,,,,,,Yes,,,Madhina filling station ,22.78876609,89.21778169,https://maps.app.goo.gl/M81saGHAbkqB1NMy9,Yes ,,,,,
,,,,,,,Yes ,,Noapara  Bazar jame mosque ,22.79313766,89.22301732,https://maps.app.goo.gl/PHeK5oQj5rbeoqwG9,,,,,,
Yes ,,,,,,,,,Satkhira Bus Terminal ,22.72390975,89.0668296,https://maps.app.goo.gl/7UUyLjY9j6JsLWJE8,,,,,,
,,,,,,,,Yes ,Brac office satkhira ,22.72767942,89.06495319,https://maps.app.goo.gl/89DankzpNtRypfNh9,Yes ,,,,,
,,,,,,,Yes ,,Magura Taltola C.Q.B Jame Mosque ,22.70631396,89.06900132,https://maps.app.goo.gl/NDdKG8H1Lf3B8wfu9,,,,,,
,,,,,,,,Yes ,Satkhira technical training centre ,22.73534235,89.08638983,https://maps.app.goo.gl/9UktAseCAA9WNtS36,Yes ,,,,,
,,,,,,,Yes ,,Narkeltola Jame masjid ,22.72392999,89.07634413,https://maps.app.goo.gl/X3cvN4axXezHaTM87,,,,,,
,Yes ,,,,,,,,Sadar Hospital .Satkhira ,22.72251447,89.068737,https://maps.app.goo.gl/Amo5kdh6NVzhHG5T6,Yes ,,,,,
,Yes ,,,,,,,,Sapna clinic and diagnostic center.Satkhira ,22.72172273,89.067715,https://maps.app.goo.gl/uybCU9MsdD8aSsCv6,Yes,,,,,
,,,,,,,Yes ,,Zilla Parishad Jame Masjid ,22.72954015,89.06478599,https://maps.app.goo.gl/6KqEuUZVb8Luu8P46,,,,,,
,Yes ,,,,,,,,Shishu sasthya foundation.Satkhira  ,22.72815067,89.06587688,https://maps.app.goo.gl/j1pwy4p9KWsHsMv18,,,,,,
,,,,,,,Yes ,,Satkhira sadar aminia mosque,22.72504794,89.06672444,https://maps.app.goo.gl/Ztkp9yPJHSYkynC96,,,,,,
,Yes ,,,,,,,,Heart Foundation .satkhira ,22.72210188,89.06982029,https://maps.app.goo.gl/nMQPr8f7gS1JjYkg9,Yes ,,,,Yes ,
,,,,,,,,Yes ,Taltala standard Secondary School.Satkhira ,22.73597104,89.0863729,https://maps.app.goo.gl/mMFUmvY7xq4kqmGUA,Yes ,,,,,
,Yes ,,,,,,,,C.B Hospital limited,22.72280565,89.07265781,https://maps.app.goo.gl/oExD7SDT8vYdd38y5,Yes,,,,Yes,
,,,,,,Yes,,,Lashkar Filling station ,22.76075614,89.04835764,https://maps.app.goo.gl/bLc7CyyQ4RNNjEVr9,,,,,,
,,,,,,,,Yes ,Harun OR Rashid degree college .sathkhira ,22.7689214,89.15621123,https://maps.app.goo.gl/Ruqcn9jGVmFGKRaGA,Yes ,,,,,
,,,,,,,,Yes ,Patkelgata AL Amin Fazil Madrasha ,22.76620592,89.16320807,https://maps.app.goo.gl/aVY5bU7m4JT8LTyr6,Yes ,,,,,
,Yes ,,,,,,,,Digital Diagnostic center and CT scan center.satkhira ,22.76624549,89.16290766,https://maps.app.goo.gl/aVY5bU7m4JT8LTyr6,Yes ,,,,,
,,,,,,,Yes ,,Ahsania Jame Mosque .Satkhira ,22.51313885,89.01806449,https://maps.app.goo.gl/KxiPDy44Gw1EormKA,,,,,,
,Yes ,,,,,,,,Satkhira Childrens Hospital,22.73073155,89.06389527,https://maps.app.goo.gl/ojzoDwy7uzT9rZAr8,Yes ,,,,Yes ,
,,,,,,,Yes ,,L.G.E.D Satkhira ,22.72641443,89.06589124,https://maps.app.goo.gl/aJhpZPyMsaKJx2iV9,,,,,,